序号,学号,学院,专业,班级,加权平均成绩,算术平均成绩,能力评价总分,基本素质总分,综合评价总分,加权平均成绩年级专业排名,科研创新总分排名,专业技能总分排名,文体特长总分排名,团学工作总分排名,社会实践总分排名,必修课程门数,必修课程及格门数,体测成绩
6739,201721050103,刑事司法学院,边防管理,边管1701,83.96,84.84,0.75,89,59.75/46,24/46,6/46,10/46,15/46,20/46,5/46,25,25,合格
6740,201721050148,刑事司法学院,边防管理,边管1701,81.48,83.00,0.80,94,59.15/46,34/46,6/46,10/46,15/46,16/46,5/46,25,25,合格
6741,201721050095,刑事司法学院,边防管理,边管1701,82.39,84.22,1.50,87,58.81/46,30/46,6/46,3/46,15/46,20/46,5/46,27,27,合格
6742,201721050126,刑事司法学院,边防管理,边管1701,80.42,82.20,1.25,92,58.41/46,38/46,6/46,15/46,15/46,8/46,5/46,25,25,合格
6743,201721050039,刑事司法学院,边防管理,边管1701,86.20,86.72,0,0,47.41/46,15/46,6/46,27/46,15/46,20/46,5/46,25,25,不合格
6744,201721050086,刑事司法学院,边防管理,边管1701,83.43,84.26,0,0,45.89/46,25/46,6/46,27/46,15/46,20/46,5/46,27,27,不合格
6745,201721050132,刑事司法学院,边防管理,边管1701,83.37,84.25,0,0,45.85/46,26/46,6/46,27/46,15/46,20/46,5/46,24,24,不合格
6746,201721050107,刑事司法学院,边防管理,边管1701,81.79,82.36,0,0,44.98/46,32/46,6/46,27/46,15/46,20/46,5/46,25,25,合格
6747,201721050114,刑事司法学院,边防管理,边管1701,81.08,82.04,0,0,44.59/46,35/46,6/46,27/46,15/46,20/46,5/46,26,26,合格
6748,201721050129,刑事司法学院,边防管理,边管1701,80.81,82.42,0,0,44.45/46,36/46,6/46,27/46,15/46,20/46,5/46,26,26,合格
6749,201721050163,刑事司法学院,边防管理,边管1701,80.60,82.12,0,0,44.33/46,37/46,6/46,27/46,15/46,20/46,5/46,25,24,合格
6750,201721050289,刑事司法学院,边防管理,边管1701,80.21,81.17,0,0,44.12/46,39/46,6/46,27/46,15/46,20/46,5/46,23,22,合格
6751,201721050297,刑事司法学院,边防管理,边管1701,79.76,80.63,0,0,43.87/46,40/46,6/46,27/46,15/46,20/46,5/46,24,24,合格
6752,201721050131,刑事司法学院,边防管理,边管1701,79.00,81.50,0,0,43.45/46,41/46,6/46,27/46,15/46,20/46,5/46,25,24,合格
6753,201721050326,刑事司法学院,边防管理,边管1701,78.98,80.64,0,0,43.44/46,42/46,6/46,27/46,15/46,20/46,5/46,25,25,合格
6754,201721050097,刑事司法学院,边防管理,边管1701,78.78,78.22,0,0,43.33/46,43/46,6/46,27/46,15/46,20/46,5/46,23,22,不合格
6755,201721050139,刑事司法学院,边防管理,边管1701,76.33,79.30,0,0,41.98/46,44/46,6/46,27/46,15/46,20/46,5/46,24,23,合格
6756,201721050046,刑事司法学院,边防管理,边管1701,75.22,74.74,0,0,41.37/46,45/46,6/46,27/46,15/46,20/46,5/46,23,21,不合格
6757,201721050144,刑事司法学院,边防管理,边管1701,64.53,63.35,0,0,35.49/46,46/46,6/46,27/46,15/46,20/46,5/46,24,19,不合格
6758,201721040669,刑事司法学院,法学(刑事司法方向),司法1702,89.39,90.04,8.70,100,66.77/96,3/96,1/96,4/96,16/96,5/96,4/96,24,24,合格
6759,201721050057,刑事司法学院,法学(刑事司法方向),司法1701,89.59,89.75,4.57,100,65.65/96,2/96,15/96,3/96,7/96,11/96,2/96,24,24,合格
6760,201721040066,刑事司法学院,法学(刑事司法方向),司法1701,89.89,89.79,2.50,100,65.19/96,1/96,15/96,15/96,24/96,12/96,2/96,24,24,合格
6761,201721050286,刑事司法学院,法学(刑事司法方向),司法1701,86.96,87.58,6.15,100,64.67/96,11/96,15/96,11/96,3/96,2/96,4/96,24,24,合格
6762,201721050183,刑事司法学院,法学(刑事司法方向),司法1702,88.89,89.00,2.00,100,64.49/96,4/96,9/96,39/96,24/96,20/96,4/96,24,24,合格
6763,201721040803,刑事司法学院,法学(刑事司法方向),司法1701,87.84,88.79,3.70,100,64.42/96,8/96,15/96,1/96,21/96,23/96,4/96,24,24,合格
6764,201721050055,刑事司法学院,法学(刑事司法方向),司法1702,88.07,88.54,2.95,100,64.32/96,7/96,9/96,33/96,16/96,18/96,4/96,24,24,合格
6765,201721040655,刑事司法学院,法学(刑事司法方向),司法1702,88.51,88.72,1.20,100,64.04/96,5/96,15/96,15/96,24/96,28/96,4/96,25,25,合格
6766,201721040802,刑事司法学院,法学(刑事司法方向),司法1701,85.95,86.21,5.65,100,63.97/96,15/96,9/96,2/96,12/96,4/96,4/96,24,24,合格
6767,201721050098,刑事司法学院,法学(刑事司法方向),司法1701,87.20,89.04,2.80,100,63.80/96,10/96,15/96,33/96,9/96,7/96,4/96,24,24,合格
6768,201721040601,刑事司法学院,法学(刑事司法方向),司法1702,85.63,86.52,5.50,100,63.75/96,18/96,3/96,15/96,24/96,12/96,4/96,25,25,合格
6769,201721050073,刑事司法学院,法学(刑事司法方向),司法1701,82.03,83.58,10.72,100,63.33/96,38/96,7/96,11/96,4/96,1/96,1/96,24,24,合格
6770,201721040611,刑事司法学院,法学(刑事司法方向),司法1702,87.29,87.92,1.05,100,63.32/96,9/96,15/96,39/96,14/96,28/96,4/96,25,25,合格
6771,201721040820,刑事司法学院,法学(刑事司法方向),司法1701,86.95,87.54,1.20,100,63.18/96,12/96,15/96,15/96,24/96,28/96,4/96,24,24,合格
6772,201721040704,刑事司法学院,法学(刑事司法方向),司法1702,86.94,87.84,1.20,100,63.18/96,13/96,15/96,15/96,24/96,28/96,4/96,25,25,合格
6773,201721040796,刑事司法学院,法学(刑事司法方向),司法1701,85.89,86.35,2.75,100,63.06/96,16/96,15/96,4/96,24/96,12/96,4/96,23,23,合格
6774,201721040674,刑事司法学院,法学(刑事司法方向),司法1701,86.21,86.83,1.95,100,63.00/96,14/96,15/96,4/96,24/96,28/96,4/96,24,24,合格
6775,201721040779,刑事司法学院,法学(刑事司法方向),司法1701,85.89,86.46,1.20,100,62.60/96,16/96,15/96,15/96,24/96,28/96,4/96,24,24,合格
6776,201721040279,刑事司法学院,法学(刑事司法方向),司法1702,83.48,85.04,5.55,100,62.58/96,26/96,3/96,39/96,24/96,3/96,4/96,26,26,合格
6777,201721050187,刑事司法学院,法学(刑事司法方向),司法1701,85.17,85.83,2.40,100,62.56/96,19/96,15/96,15/96,7/96,28/96,4/96,24,24,合格
6778,201721040707,刑事司法学院,法学(刑事司法方向),司法1701,85.10,85.79,2.10,100,62.44/96,20/96,15/96,4/96,21/96,28/96,4/96,24,24,合格
6779,201721040262,刑事司法学院,法学(刑事司法方向),司法1701,84.25,85.29,2.75,100,62.16/96,21/96,15/96,4/96,24/96,12/96,4/96,24,24,合格
6780,201721040623,刑事司法学院,法学(刑事司法方向),司法1702,84.08,85.44,2.25,100,61.92/96,22/96,9/96,15/96,24/96,28/96,4/96,25,25,合格
6781,201721050334,刑事司法学院,法学(刑事司法方向),司法1702,82.58,84.44,4.65,100,61.81/96,33/96,2/96,39/96,24/96,28/96,4/96,25,25,合格
6782,201721040613,刑事司法学院,法学(刑事司法方向),司法1701,81.84,83.61,5.75,100,61.74/96,39/96,9/96,15/96,2/96,25/96,4/96,23,23,合格
6783,201721050056,刑事司法学院,法学(刑事司法方向),司法1701,83.24,84.75,2.62,100,61.57/96,28/96,15/96,11/96,6/96,28/96,4/96,24,24,合格
6784,201721050330,刑事司法学院,法学(刑事司法方向),司法1701,83.29,84.63,1.88,100,61.37/96,27/96,15/96,15/96,12/96,28/96,4/96,24,24,合格
6785,201721040594,刑事司法学院,法学(刑事司法方向),司法1702,83.53,85.13,1.20,100,61.30/96,25/96,15/96,15/96,24/96,28/96,4/96,23,23,合格
6786,201721040705,刑事司法学院,法学(刑事司法方向),司法1701,82.93,84.52,2.18,100,61.27/96,31/96,15/96,10/96,16/96,28/96,4/96,23,23,合格
6787,201721040721,刑事司法学院,法学(刑事司法方向),司法1702,83.85,84.54,0.50,100,61.27/96,23/96,15/96,54/96,24/96,20/96,4/96,24,24,合格
6788,201721050077,刑事司法学院,法学(刑事司法方向),司法1702,83.78,84.30,0.00,100,61.08/96,24/96,15/96,54/96,24/96,28/96,4/96,23,23,合格
6789,201721040282,刑事司法学院,法学(刑事司法方向),司法1702,83.00,85.12,1.20,100,61.01/96,30/96,15/96,15/96,24/96,28/96,4/96,26,26,合格
6790,201721050337,刑事司法学院,法学(刑事司法方向),司法1701,83.24,85.04,0.00,100,60.78/96,28/96,15/96,54/96,24/96,28/96,4/96,24,24,合格
6791,201721040653,刑事司法学院,法学(刑事司法方向),司法1702,82.54,84.68,1.20,100,60.76/96,34/96,15/96,15/96,24/96,28/96,4/96,25,25,合格
6792,201721040617,刑事司法学院,法学(刑事司法方向),司法1701,82.23,83.88,1.35,100,60.63/96,36/96,15/96,39/96,9/96,28/96,4/96,24,24,合格
6793,201721040800,刑事司法学院,法学(刑事司法方向),司法1702,81.17,82.63,2.90,100,60.51/96,46/96,5/96,39/96,24/96,28/96,4/96,24,24,合格
6794,201721050075,刑事司法学院,法学(刑事司法方向),司法1701,81.54,83.67,1.98,100,60.44/96,43/96,15/96,39/96,15/96,7/96,4/96,24,24,合格
6795,201721040577,刑事司法学院,法学(刑事司法方向),司法1701,81.59,83.84,1.65,100,60.37/96,42/96,15/96,39/96,24/96,6/96,4/96,25,25,合格
6796,201721040717,刑事司法学院,法学(刑事司法方向),司法1701,81.74,83.58,1.28,100,60.34/96,41/96,15/96,14/96,24/96,28/96,4/96,24,24,合格
6797,201721040658,刑事司法学院,法学(刑事司法方向),司法1701,81.76,82.79,1.20,100,60.33/96,40/96,15/96,15/96,24/96,28/96,4/96,24,24,合格
6798,201721040777,刑事司法学院,法学(刑事司法方向),司法1701,82.35,83.75,0.00,100,60.29/96,35/96,15/96,54/96,24/96,28/96,4/96,24,24,合格
6799,201721040274,刑事司法学院,法学(刑事司法方向),司法1702,81.34,83.13,1.85,100,60.29/96,44/96,15/96,39/96,9/96,20/96,4/96,23,23,合格
6800,201721040648,刑事司法学院,法学(刑事司法方向),司法1702,82.04,84.00,0.45,100,60.26/96,37/96,15/96,39/96,24/96,28/96,4/96,25,25,合格
6801,201721040513,刑事司法学院,法学(刑事司法方向),司法1701,80.85,83.25,2.47,100,60.21/96,48/96,15/96,39/96,5/96,28/96,4/96,24,24,合格
6802,201721040725,刑事司法学院,法学(刑事司法方向),司法1701,81.33,82.74,1.20,100,60.09/96,45/96,15/96,15/96,24/96,28/96,4/96,23,23,合格
6803,201729050831,刑事司法学院,法学(刑事司法方向),司法1702,80.80,83.81,1.25,100,59.82/96,49/96,15/96,39/96,24/96,12/96,4/96,26,26,合格
6804,201721050338,刑事司法学院,法学(刑事司法方向),司法1702,82.62,82.92,0.00,95,59.69/96,32/96,15/96,54/96,24/96,28/96,4/96,24,24,合格
6805,201721050182,刑事司法学院,法学(刑事司法方向),司法1701,80.88,82.61,1.30,95,59.12/96,47/96,15/96,36/96,24/96,18/96,4/96,23,23,合格
6806,201721050186,刑事司法学院,法学(刑事司法方向),司法1702,78.64,80.52,2.90,100,59.12/96,56/96,5/96,54/96,16/96,28/96,4/96,23,23,合格
6807,201721040746,刑事司法学院,法学(刑事司法方向),司法1701,79.35,82.16,1.25,100,59.02/96,53/96,15/96,15/96,24/96,25/96,4/96,25,25,合格
6808,201721040678,刑事司法学院,法学(刑事司法方向),司法1702,79.57,81.29,0.00,100,58.76/96,51/96,15/96,54/96,24/96,28/96,4/96,24,24,合格
6809,201721040682,刑事司法学院,法学(刑事司法方向),司法1702,79.40,81.28,0.00,100,58.67/96,52/96,15/96,54/96,24/96,28/96,4/96,25,25,不合格
6810,201729050833,刑事司法学院,法学(刑事司法方向),司法1702,78.03,80.42,1.50,100,58.37/96,58/96,9/96,39/96,24/96,28/96,4/96,24,23,合格
6811,201721040659,刑事司法学院,法学(刑事司法方向),司法1702,77.43,79.29,1.95,100,58.17/96,61/96,15/96,4/96,24/96,28/96,4/96,24,24,合格
6812,201721040573,刑事司法学院,法学(刑事司法方向),司法1702,79.27,81.48,0.80,95,58.09/96,54/96,15/96,36/96,24/96,25/96,4/96,25,25,合格
6813,201721050181,刑事司法学院,法学(刑事司法方向),司法1701,79.24,80.79,0.45,95,57.97/96,55/96,15/96,39/96,24/96,28/96,4/96,24,24,合格
6814,201721040671,刑事司法学院,法学(刑事司法方向),司法1701,74.87,77.39,6.18,95,57.28/96,69/96,15/96,35/96,1/96,7/96,4/96,23,23,合格
6815,201721050185,刑事司法学院,法学(刑事司法方向),司法1701,77.34,79.17,1.20,95,57.15/96,62/96,15/96,15/96,24/96,28/96,4/96,23,23,合格
6816,201721040675,刑事司法学院,法学(刑事司法方向),司法1702,76.03,77.78,0.00,100,56.82/96,64/96,15/96,54/96,24/96,28/96,4/96,23,22,合格
6817,201721040751,刑事司法学院,法学(刑事司法方向),司法1702,75.12,77.70,1.45,100,56.75/96,68/96,15/96,39/96,24/96,7/96,4/96,23,22,合格
6818,201721040793,刑事司法学院,法学(刑事司法方向),司法1702,75.48,78.38,0.15,100,56.56/96,66/96,15/96,54/96,24/96,24/96,4/96,24,24,合格
6819,201721040808,刑事司法学院,法学(刑事司法方向),司法1702,74.28,76.33,2.00,100,56.45/96,75/96,15/96,32/96,23/96,12/96,4/96,24,24,合格
6820,201721050341,刑事司法学院,法学(刑事司法方向),司法1701,75.26,76.72,0.00,100,56.39/96,67/96,15/96,54/96,24/96,28/96,4/96,25,25,合格
6821,201721050074,刑事司法学院,法学(刑事司法方向),司法1702,74.80,77.26,0.00,100,56.14/96,71/96,15/96,54/96,24/96,28/96,4/96,23,23,合格
6822,201721040780,刑事司法学院,法学(刑事司法方向),司法1702,74.47,77.13,0.52,100,56.11/96,73/96,15/96,38/96,24/96,28/96,4/96,23,23,合格
6823,201721040789,刑事司法学院,法学(刑事司法方向),司法1701,73.98,76.13,0.00,100,55.69/96,76/96,15/96,54/96,24/96,28/96,4/96,23,22,合格
6824,201721050099,刑事司法学院,法学(刑事司法方向),司法1702,72.43,74.90,0.00,100,54.84/96,81/96,15/96,54/96,24/96,28/96,4/96,21,20,合格
6825,201721040672,刑事司法学院,法学(刑事司法方向),司法1702,71.35,74.25,0.00,100,54.24/96,83/96,15/96,54/96,24/96,28/96,4/96,24,23,合格
6826,201721050287,刑事司法学院,法学(刑事司法方向),司法1702,70.13,73.08,0.45,100,53.71/96,85/96,15/96,54/96,16/96,28/96,4/96,25,24,合格
6827,201729050839,刑事司法学院,法学(刑事司法方向),司法1702,68.20,72.56,2.10,100,53.14/96,90/96,7/96,54/96,24/96,28/96,4/96,25,22,合格
6828,201721040744,刑事司法学院,法学(刑事司法方向),司法1702,67.79,72.84,0.00,95,51.53/96,92/96,15/96,54/96,24/96,28/96,4/96,25,22,合格
6829,201721050340,刑事司法学院,法学(刑事司法方向),司法1702,64.59,67.30,0.00,95,49.77/96,94/96,15/96,54/96,24/96,28/96,4/96,23,20,合格
6830,201721040738,刑事司法学院,法学(刑事司法方向),司法1701,88.50,89.13,0,0,48.68/96,6/96,15/96,54/96,24/96,28/96,4/96,24,24,合格
6831,201721040812,刑事司法学院,法学(刑事司法方向),司法1701,80.20,81.42,0,0,44.11/96,50/96,15/96,54/96,24/96,28/96,4/96,24,23,合格
6832,201721040813,刑事司法学院,法学(刑事司法方向),司法1701,78.58,81.08,0,0,43.22/96,57/96,15/96,54/96,24/96,28/96,4/96,24,24,合格
6833,201721040584,刑事司法学院,法学(刑事司法方向),司法1701,77.87,78.70,0,0,42.83/96,59/96,15/96,54/96,24/96,28/96,4/96,23,23,合格
6834,201721040801,刑事司法学院,法学(刑事司法方向),司法1701,77.55,80.48,0,0,42.65/96,60/96,15/96,54/96,24/96,28/96,4/96,25,25,合格
6835,201721040625,刑事司法学院,法学(刑事司法方向),司法1701,76.20,78.54,0,0,41.91/96,63/96,15/96,54/96,24/96,28/96,4/96,24,23,合格
6836,201721040614,刑事司法学院,法学(刑事司法方向),司法1701,75.83,77.65,0,0,41.71/96,65/96,15/96,54/96,24/96,28/96,4/96,23,23,合格
6837,201721040726,刑事司法学院,法学(刑事司法方向),司法1701,74.86,77.65,0,0,41.17/96,70/96,15/96,54/96,24/96,28/96,4/96,23,22,合格
6838,201721040605,刑事司法学院,法学(刑事司法方向),司法1701,74.72,77.57,0,0,41.10/96,72/96,15/96,54/96,24/96,28/96,4/96,23,22,合格
6839,201721050011,刑事司法学院,法学(刑事司法方向),司法1701,74.39,76.29,0,0,40.91/96,74/96,15/96,54/96,24/96,28/96,4/96,24,23,合格
6840,201721040260,刑事司法学院,法学(刑事司法方向),司法1701,72.96,74.73,0,0,40.13/96,77/96,15/96,54/96,24/96,28/96,4/96,22,21,合格
6841,201721040731,刑事司法学院,法学(刑事司法方向),司法1701,72.95,75.17,0,0,40.12/96,78/96,15/96,54/96,24/96,28/96,4/96,23,22,合格
6842,201721050339,刑事司法学院,法学(刑事司法方向),司法1701,72.84,75.80,0,0,40.06/96,79/96,15/96,54/96,24/96,28/96,4/96,25,24,合格
6843,201721050094,刑事司法学院,法学(刑事司法方向),司法1701,72.54,75.28,0,0,39.90/96,80/96,15/96,54/96,24/96,28/96,4/96,25,24,合格
6844,201721040715,刑事司法学院,法学(刑事司法方向),司法1702,71.71,75.25,0,0,39.44/96,82/96,15/96,54/96,24/96,28/96,4/96,24,23,合格
6845,201729050832,刑事司法学院,法学(刑事司法方向),司法1702,70.55,73.50,0,0,38.80/96,84/96,15/96,54/96,24/96,28/96,4/96,24,22,合格
6846,201721040679,刑事司法学院,法学(刑事司法方向),司法1702,69.29,72.75,0,0,38.11/96,86/96,15/96,54/96,24/96,28/96,4/96,24,23,合格
6847,201721040600,刑事司法学院,法学(刑事司法方向),司法1702,69.22,72.13,0,0,38.07/96,87/96,15/96,54/96,24/96,28/96,4/96,24,23,合格
6848,201729050837,刑事司法学院,法学(刑事司法方向),司法1701,68.98,73.20,0,0,37.94/96,88/96,15/96,54/96,24/96,28/96,4/96,25,23,合格
6849,201729050835,刑事司法学院,法学(刑事司法方向),司法1702,68.98,73.21,0,0,37.94/96,88/96,15/96,54/96,24/96,28/96,4/96,24,24,合格
6850,201729050836,刑事司法学院,法学(刑事司法方向),司法1702,67.94,69.44,0,0,37.37/96,91/96,15/96,54/96,24/96,28/96,4/96,25,23,合格
6851,201729050840,刑事司法学院,法学(刑事司法方向),司法1702,65.34,67.20,0,0,35.94/96,93/96,15/96,54/96,24/96,28/96,4/96,25,21,合格
6852,201729050834,刑事司法学院,法学(刑事司法方向),司法1701,61.95,66.70,0,0,34.07/96,95/96,15/96,54/96,24/96,28/96,4/96,23,17,合格
6853,201729050838,刑事司法学院,法学(刑事司法方向),司法1701,59.66,65.39,0,0,32.81/96,96/96,15/96,54/96,24/96,28/96,4/96,23,17,合格
6854,201821050079,刑事司法学院,公安学类,公安1804,91.62,92.27,10.30,93,67.43/205,1/205,16/205,5/205,2/205,8/205,3/205,22,22,合格
6855,201821050068,刑事司法学院,公安学类,公安1803,90.13,90.68,8.25,100,67.05/205,10/205,13/205,9/205,7/205,31/205,1/205,22,22,合格
6856,201821050030,刑事司法学院,公安学类,公安1803,90.84,90.73,5.35,100,66.57/205,4/205,13/205,6/205,20/205,15/205,13/205,22,22,合格
6857,201821050037,刑事司法学院,公安学类,公安1801,91.39,91.00,2.70,100,66.07/205,2/205,16/205,22/205,20/205,37/205,22/205,22,22,合格
6858,201821050027,刑事司法学院,公安学类,公安1805,89.83,90.00,4.80,100,65.85/205,13/205,16/205,31/205,4/205,24/205,22/205,22,22,合格
6859,201821050206,刑事司法学院,公安学类,公安1804,90.87,90.71,3.20,99,65.79/205,3/205,16/205,31/205,15/205,27/205,22/205,21,21,合格
6860,201821050046,刑事司法学院,公安学类,公安1804,89.42,89.86,6.05,98,65.70/205,22/205,5/205,27/205,35/205,1/205,22/205,22,22,合格
6861,201821050214,刑事司法学院,公安学类,公安1802,89.14,89.52,4.75,100,65.45/205,25/205,16/205,22/205,5/205,21/205,22/205,23,23,合格
6862,201821050090,刑事司法学院,公安学类,公安1803,88.10,89.00,5.65,100,65.15/205,43/205,2/205,7/205,24/205,73/205,14/205,22,22,合格
6863,201821050051,刑事司法学院,公安学类,公安1803,89.79,90.05,2.28,100,65.07/205,14/205,16/205,9/205,94/205,37/205,7/205,22,22,合格
6864,201821050043,刑事司法学院,公安学类,公安1801,90.07,90.27,1.52,100,64.99/205,12/205,16/205,27/205,37/205,64/205,22/205,22,22,合格
6865,201821050004,刑事司法学院,公安学类,公安1803,88.80,89.91,3.72,100,64.96/205,29/205,5/205,36/205,67/205,6/205,22/205,22,22,合格
6866,201821050061,刑事司法学院,公安学类,公安1801,88.57,89.18,4.08,100,64.94/205,32/205,16/205,2/205,43/205,25/205,11/205,22,22,合格
6867,201821050015,刑事司法学院,公安学类,公安1804,90.26,90.45,3.40,95,64.91/205,8/205,16/205,9/205,19/205,54/205,10/205,22,22,合格
6868,201821050034,刑事司法学院,公安学类,公安1801,89.48,89.68,2.25,99,64.74/205,20/205,16/205,36/205,29/205,32/205,22/205,22,22,合格
6869,201821050008,刑事司法学院,公安学类,公安1801,89.58,90.23,3.47,96,64.71/205,18/205,16/205,36/205,29/205,11/205,14/205,22,22,合格
6870,201821050172,刑事司法学院,公安学类,公安1805,90.11,90.64,2.47,96,64.70/205,11/205,16/205,1/205,67/205,70/205,22/205,22,22,合格
6871,201821050062,刑事司法学院,公安学类,公安1805,90.32,90.86,0.00,100,64.68/205,6/205,16/205,36/205,94/205,81/205,22/205,22,22,合格
6872,201821050178,刑事司法学院,公安学类,公安1805,89.56,90.14,0.90,100,64.53/205,19/205,16/205,36/205,72/205,52/205,22/205,22,22,合格
6873,201821050153,刑事司法学院,公安学类,公安1805,89.20,89.91,1.40,100,64.48/205,24/205,16/205,36/205,52/205,43/205,22/205,22,22,合格
6874,201821050038,刑事司法学院,公安学类,公安1804,90.24,90.68,4.28,90,64.42/205,9/205,5/205,36/205,11/205,28/205,22/205,22,22,合格
6875,201821050192,刑事司法学院,公安学类,公安1804,88.31,88.73,3.30,99,64.41/205,35/205,16/205,36/205,61/205,4/205,22/205,22,22,合格
