序号,学号,性别,民族,学院,专业,班级,荣誉级别,荣誉类型,荣誉名称,颁奖单位,获得荣誉时间
3156,201721080039,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-07
3157,1604001001,女,汉族,法学院,法学,法1610,校级,团学先进个人,模范团干,共青团中南财经政法大学委员会,2019-05-04
3158,201721040536,女,汉族,法学院,法学,法1705,院级,团学先进个人,综合表彰之模范团干,各学院,2019-05-04
3159,201821020247,男,汉族,经济学院,经济学（实验）,经济实验1801,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-04
3160,201721030023,女,汉族,金融学院,金融学,金融1702,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
3161,201821070188,女,汉族,财政税务学院,财政学类,财政1804,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-05
3162,201721090221,女,汉族,统计与数学学院,经济统计学,经统1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
3163,201721070075,男,汉族,财政税务学院,税收学,税务1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-29
3164,201721130265,女,汉族,信息与安全工程学院,安全工程,安全1701,校级,团学先进个人,优秀学生通讯员,中南财经政法大学党委宣传部,2019-05-04
3165,1623010409,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1604,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
3166,201721080273,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1702,校级,优秀学生组织主要负责人,优秀社团负责人,共青团中南财经政法大学委员会,2019-05-04
3167,1603080137,女,汉族,金融学院,投资学,投资1601,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-20
3168,1613030142,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
3169,1607030135,女,壮族,财政税务学院,税收学,税务1601,院级,团学先进个人,青年马克思主义者培养工程-优秀学员,共青团中央,2019-05-23
3170,201821030318,女,汉族,金融学院,金融学类,金融1808,院级,团学先进个人,优秀学生干事,各学院团委,2018-05-04
3171,201721020215,女,汉族,经济学院,经济学,经济1702,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
3172,1607010232,女,汉族,财政税务学院,财政学,财政1602,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-09
3173,201821130172,女,汉族,信息与安全工程学院,计算机类,信息1804,院级,团学先进个人,青年马克思主义者培养工程-优秀学员,共青团中央,2019-06-01
3174,201821020231,女,汉族,经济学院,经济学,经济1802,校级,团学先进个人,心理健康节优秀个人（优秀心理委员）,中南财经政法大学学生工作部,2019-06-01
3175,201721130170,女,汉族,信息与安全工程学院,环境工程,环境1701,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
3176,201721130029,男,汉族,信息与安全工程学院,计算机科学与技术,计科1701,校级,团学先进个人,优秀学生通讯员,中南财经政法大学党委宣传部,2019-05-05
3177,201821030091,男,汉族,金融学院,管理科学与工程类,管工1801,院级,优秀学生组织主要负责人,红旗团支部,各学院,2019-04-11
3178,1605030128,男,汉族,刑事司法学院,边防管理,边管1601,院级,优秀学生组织主要负责人,刑事司法学院_学年综合表彰之优秀团队奖,共青团刑事司法学院委员会,2018-12-20
3179,201821080117,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1801,院级,团学先进个人,优秀学生干事,各学院团委,2019-05-04
3180,201721110049,女,汉族,外国语学院,英语,英语1704,院级,优秀学生组织主要负责人,先进集体（班级）,各学院（综合表彰）,2019-05-02
3181,201821040103,女,汉族,法学院,法学（中美）,国法1801,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-05-04
3182,201721020241,男,汉族,经济学院,国际商务,国商1702,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
3183,201821070073,男,汉族,财政税务学院,财政学（中英班）,国财1801,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-06-07
3184,1610030156,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,国家级,团学先进个人,中国大学生自强之星,共青团中央、全国学联,2019-08-02
3185,201721110179,女,汉族,外国语学院,英语,英语1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
3186,201721050084,男,汉族,刑事司法学院,侦查学,职侦1701,院级,团学先进个人,刑事司法学院年度表彰之年度人物,共青团刑事司法学院委员会,2018-12-10
3187,201821030195,女,汉族,金融学院,管理科学与工程类,管工1802,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
3188,201721070015,女,汉族,财政税务学院,财政学,财政1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-03-26
3189,201721040568,女,汉族,法学院,法学,法1707,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-05-04
3190,201821040659,女,汉族,法学院,法学类,法1809,院级,团学先进个人,优秀新闻工作者,法学院,2019-06-01
3191,201821100169,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
3192,201821050194,男,汉族,刑事司法学院,公安学类,公安1802,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-04
3193,1603010116,男,汉族,金融学院,金融学（CFA）,CFA1601,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
3194,1605060203,女,汉族,刑事司法学院,法学（司）,司法1602,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2019-05-30
3195,201721090242,男,汉族,统计与数学学院,金融数学,金数1701,校级,团学先进个人,优秀（先锋）共青团员,共青团中南财经政法大学委员会,2019-05-04
3196,201821070012,女,汉族,财政税务学院,财政学类,财政1803,院级,团学先进个人,青年马克思主义者培养工程-优秀学员,共青团中央,2019-05-08
3197,201823030508,男,汉族,金融学院,金融学（CFA）,CFA1801,校级,团学先进个人,优秀大学生艺术团团员,共青团中南财经政法大学委员会,2019-06-06
3198,1603150108,女,汉族,金融学院,保险学（精算）,保精1601,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-04
3199,1610010123,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2019-04-08
3200,201721100212,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-01
3201,201821090280,男,汉族,统计与数学学院,统计学类,统计1802,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
3202,201821080209,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1801,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-04
3203,201821140026,女,汉族,哲学院,国际政治,国政1801,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
3204,201821020038,男,汉族,财政税务学院,财政学（中英班）,国财1801,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-01
3205,201821080319,男,土家族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1802,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-27
3206,201821080297,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1802,院级,团学先进个人,优秀学生干事,各学院团委,2019-05-04
3207,201721030439,女,汉族,金融学院,房地产开发与管理,房产1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
3208,201721040200,女,汉族,法学院,法学,民商1701,院级,优秀学生组织主要负责人,年度综合表彰-十佳班集体,法学院,2018-12-01
3209,201821080190,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1802,校级,团学先进个人,最美团支书,共青团中南财经政法大学委员会,2019-05-04
3210,201721130101,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1702,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
3211,201821020070,男,满族,经济学院,经济学,经济1803,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-01
3212,201821070030,女,汉族,财政税务学院,财政学类,财政1802,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
3213,201821040253,女,汉族,法学院,法学类,法1806,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-05-04
3214,1605020127,男,汉族,刑事司法学院,治安学,治安1601,院级,团学先进个人,刑事司法学院_学年综合表彰之优秀教学助理员,共青团刑事司法学院委员会,2018-12-20
3215,1601010111,男,汉族,哲学院,哲学,哲学1601,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2018-12-01
3216,201721320253,男,汉族,文澜学院,经济管理试验班,经管1701,校级,优秀学生组织主要负责人,优秀社团负责人,共青团中南财经政法大学委员会,2019-05-04
3217,201721070144,男,汉族,财政税务学院,财政学,财政1702,院级,优秀学生组织主要负责人,刑事司法学院_学年综合表彰之优秀团队奖,共青团刑事司法学院委员会,2018-12-20
3218,1604000304,女,汉族,法学院,法学（卓越）,卓越1601,院级,团学先进个人,法学院-年度综合表彰-个人荣誉称号,法学院,2018-12-15
3219,201821030416,女,汉族,金融学院,金融学类,金融1803,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-20
3220,201821030355,男,汉族,财政税务学院,财政学（中英班）,国财1801,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2019-05-07
3221,201821060457,男,汉族,工商管理学院,经济与贸易类,经贸1803,校级,团学先进个人,优秀（先锋）共青团员,共青团中南财经政法大学委员会,2019-05-07
3222,1603030137,男,汉族,金融学院,金融学（CFA）,CFA1601,校级,团学先进个人,优秀学生通讯员,中南财经政法大学党委宣传部,2019-05-31
3223,1608030337,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1603,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-02-01
3224,1607010139,女,苗族,财政税务学院,财政学,财政1601,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-06
3225,201721040054,女,汉族,法学院,法学,法1703,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
